x,y,z,label
3216.1103515625,-4.32613468170166,88.45528411865234,A
3793.829345703125,-118.04212188720703,116.08432006835938,A
3258.99072265625,-37.250980377197266,125.15290832519531,A
3203.393310546875,-92.87287902832031,219.37957763671875,A
3163.8642578125,106.97250366210938,120.70794677734375,A
3397.940673828125,93.9970703125,106.45033264160156,A
2944.496337890625,82.3248519897461,102.46875,A
3176.318603515625,83.1327896118164,106.83464813232422,A
2760.810791015625,239.6417694091797,45.62002944946289,A
2808.6806640625,222.08798217773438,68.10347747802734,A
3371.375244140625,240.30609130859375,90.36388397216797,A
3085.61083984375,292.899169921875,92.11248779296875,A
3805.457275390625,207.99813842773438,25.699222564697266,A
3628.4375,400.4020080566406,-64.41808319091797,A
4640.82861328125,263.7400817871094,-77.71753692626953,A
3059.336669921875,270.90301513671875,73.40444946289062,A
3073.44091796875,78.99916076660156,29.380220413208008,A
2722.24169921875,42.96395492553711,44.572174072265625,A
3706.062744140625,-109.76968383789062,121.47199249267578,A
1946.7105712890625,26.707094192504883,34.680145263671875,A
2731.805908203125,-9.283402442932129,59.14519119262695,A
3053.294921875,-55.25567626953125,60.010772705078125,A
3400.11767578125,-127.65943908691406,97.29244995117188,A
2514.633056640625,-48.00246047973633,-3.325493812561035,A
3919.419189453125,-94.0750732421875,106.6543960571289,A
3657.552978515625,-126.86056518554688,126.07199096679688,A
3868.376953125,-316.2296142578125,183.9222412109375,A
3880.0263671875,-325.80615234375,150.1153564453125,A
4365.67529296875,-337.5628967285156,195.83407592773438,A
4840.880859375,-477.6517028808594,198.22891235351562,A
1872.24267578125,-846.5968627929688,75.90718841552734,A
575.5125732421875,-912.3912963867188,85.35737609863281,A
-272.13885498046875,-924.2459716796875,-12.048376083374023,A
-828.6749877929688,-635.809814453125,-137.19882202148438,A
-1986.2337646484375,-636.7914428710938,-225.31507873535156,A
-299.70855712890625,-762.6209716796875,-89.20436096191406,A
-812.722900390625,-637.9489135742188,-36.50246047973633,A
9.131810188293457,-881.0230712890625,35.891475677490234,A
-220.11651611328125,-874.986572265625,4.062438488006592,A
577.088623046875,-870.2120361328125,12.836623191833496,A
149.89932250976562,-972.5289306640625,11.361608505249023,A
496.4405517578125,-1062.622802734375,104.40972137451172,A
-562.87451171875,-971.278076171875,5.441598892211914,A
750.617919921875,-854.8009033203125,101.54801940917969,A
206.1858367919922,-1017.1438598632812,70.18741607666016,A
-50.125877380371094,-1076.7742919921875,117.27406311035156,A
-226.69708251953125,-1040.5357666015625,115.5621109008789,A
235.2413330078125,-1043.27587890625,134.8452606201172,A
-489.2196350097656,-1095.5286865234375,93.73004913330078,A
336.3565673828125,-902.7853393554688,109.34845733642578,A
90.42044067382812,-970.7725219726562,89.53936004638672,A
-194.1237030029297,-880.7360229492188,63.5893440246582,A
-1123.6319580078125,-870.7213745117188,-66.58832550048828,A
-1418.7984619140625,-913.0556640625,-36.59699249267578,A
-1389.6585693359375,-898.3610229492188,-53.60920333862305,A
-1393.950927734375,-772.7374877929688,-111.1440200805664,A
-269.1895751953125,-846.6669311523438,-40.25216293334961,A
-1050.093994140625,-1015.8624267578125,-43.79121780395508,A
-1558.9263916015625,-804.9176635742188,-170.08494567871094,A
-898.0775146484375,-884.0165405273438,-107.9478530883789,A
-597.5383911132812,-801.7926025390625,-128.74095153808594,A
-1870.8978271484375,-780.0078735351562,-251.3537139892578,A
-2122.064697265625,-747.2972412109375,-212.72970581054688,A
-731.9822387695312,-766.8038330078125,-121.55276489257812,A
-1168.032470703125,-768.563720703125,-130.95770263671875,A
-2617.0859375,-470.85235595703125,-271.5861511230469,A
-1853.6661376953125,-740.2677001953125,-148.05557250976562,A
-2017.5157470703125,-657.8984985351562,-185.99766540527344,A
-1455.02978515625,-762.9837036132812,-127.7232437133789,A
-1084.0408935546875,-784.3095703125,-11.654550552368164,A
-1575.9755859375,-736.2034912109375,-110.50093841552734,A
-1263.2193603515625,-817.8931274414062,-82.55738067626953,A
-823.17431640625,-750.0586547851562,-90.80260467529297,A
-1063.577880859375,-646.4644165039062,-114.91908264160156,A
-1060.2708740234375,-797.0584106445312,-3.691194772720337,A
-2799.21240234375,-705.8702392578125,-200.39443969726562,A
-1276.7659912109375,-831.8984375,-59.695011138916016,A
-666.6596069335938,-808.8397216796875,-35.57814407348633,A
-917.9459838867188,-650.9283447265625,-98.46085357666016,A
-883.2858276367188,-649.48486328125,-66.94695281982422,A
-497.98956298828125,-807.9090576171875,-59.7794075012207,A
-447.9206848144531,-814.8495483398438,26.5504207611084,A
38.89731216430664,-777.624755859375,22.594959259033203,A
-370.93914794921875,-827.5309448242188,17.13025665283203,A
175.82943725585938,-867.9476318359375,154.05506896972656,A
-309.63720703125,-879.4932861328125,88.87626647949219,A
-311.0807189941406,-857.087646484375,56.74608612060547,A
20.52408218383789,-782.2014770507812,127.02957916259766,A
