x,y,z,label
-66.3302230834961,-161.29571533203125,117.99524688720703,A
58.37348937988281,-126.14265441894531,251.60438537597656,A
169.70675659179688,-120.843994140625,177.79376220703125,A
237.0948944091797,64.86485290527344,398.02880859375,A
216.4113006591797,-28.989437103271484,371.0351867675781,A
115.32069396972656,-86.92304229736328,263.2550048828125,A
95.2711410522461,-43.7723274230957,347.7207946777344,A
131.36952209472656,-183.31690979003906,178.86795043945312,A
197.93359375,-112.52265930175781,280.1820373535156,A
0.14716319739818573,-116.63512420654297,221.0597686767578,A
208.17532348632812,20.03106689453125,372.4807434082031,A
144.63002014160156,-140.9147491455078,206.19387817382812,A
229.4553985595703,2.2089638710021973,401.5173034667969,A
146.95480346679688,-111.07452392578125,305.6165771484375,A
41.71446228027344,-164.17628479003906,117.30134582519531,A
101.42330169677734,-49.43186569213867,305.3640441894531,A
252.99087524414062,41.77397918701172,382.1028137207031,A
264.49432373046875,100.90115356445312,426.98834228515625,A
163.5934295654297,-36.0319938659668,243.12586975097656,A
158.2062530517578,-115.10175323486328,162.9242706298828,A
245.19515991210938,-32.46573257446289,320.2948303222656,A
211.4095916748047,-69.00064086914062,295.6935119628906,A
195.56068420410156,-52.42036056518555,283.5845031738281,A
17.046037673950195,-91.18009948730469,326.31622314453125,A
176.72288513183594,-80.427490234375,207.13294982910156,A
261.1776123046875,17.363908767700195,140.35324096679688,A
220.82388305664062,-19.29509925842285,367.9650573730469,A
137.77752685546875,-58.52043914794922,386.875244140625,A
182.29090881347656,-67.98558807373047,311.8917541503906,A
95.65380096435547,-68.95658111572266,351.0415954589844,A
62.260616302490234,-73.97872924804688,158.52825927734375,A
-134.9735870361328,29.045066833496094,-80.31336975097656,A
-161.4138946533203,-107.68557739257812,-158.788818359375,A
-181.84060668945312,-159.94541931152344,-198.77749633789062,A
-8.265724182128906,-125.57341766357422,-151.95529174804688,A
-42.2274169921875,-161.4805450439453,-121.8196792602539,A
137.17645263671875,38.748600006103516,-447.08233642578125,A
60.65383529663086,42.57390213012695,-419.6933898925781,A
85.68966674804688,73.79803466796875,-362.9141845703125,A
96.34062194824219,4.028109550476074,-302.2241516113281,A
273.2448425292969,67.23424530029297,-447.3905334472656,A
-69.988037109375,-76.04943084716797,-126.77815246582031,A
-64.7137222290039,-81.65058135986328,-294.9009094238281,A
66.44572448730469,47.248565673828125,-384.0569763183594,A
16.711458206176758,-9.421574592590332,-337.5226745605469,A
-263.5121765136719,-153.9211883544922,48.97260284423828,A
-0.157076895236969,21.659387588500977,-366.9568786621094,A
99.02458953857422,9.680842399597168,-430.4708251953125,A
55.353492736816406,-13.563833236694336,-429.29949951171875,A
-72.53032684326172,-1.9257022142410278,-430.0000305175781,A
137.89259338378906,24.266786575317383,-422.7023620605469,A
37.29576873779297,-25.643932342529297,-378.4325866699219,A
220.88035583496094,44.312828063964844,-434.7349548339844,A
91.44108581542969,-70.13130187988281,-276.4600524902344,A
61.064796447753906,-39.020294189453125,-299.06927490234375,A
3.910752534866333,-48.63296127319336,-394.1495361328125,A
-163.99050903320312,-156.2858123779297,-218.22120666503906,A
80.42217254638672,60.305763244628906,-433.1479187011719,A
70.00178527832031,-30.14685821533203,-393.9803466796875,A
37.149723052978516,-7.685844421386719,-350.031005859375,A
-4.660626411437988,5.967438220977783,-378.62445068359375,A
440.93994140625,64.6893539428711,-402.3805847167969,A
-58.39362335205078,28.483301162719727,-237.3419647216797,A
182.61282348632812,20.065935134887695,-376.05352783203125,A
176.27615356445312,9.612649917602539,-376.425537109375,A
30.78493881225586,-72.90149688720703,-247.33847045898438,A
135.6472625732422,37.807254791259766,-434.7675476074219,A
140.36488342285156,-1.9371782541275024,-272.2328186035156,A
154.52224731445312,33.04777908325195,-458.062744140625,A
112.57765197753906,-31.334928512573242,-386.2130126953125,A
57.30718231201172,33.02311706542969,-434.6545104980469,A
19.0384464263916,7.072288513183594,-399.73089599609375,A
147.0321807861328,37.49237060546875,-437.1234436035156,A
180.5531463623047,83.15514373779297,-431.67864990234375,A
138.52513122558594,27.43779754638672,-444.9837646484375,A
-33.7319450378418,-62.71663284301758,-271.068359375,A
193.53384399414062,-2.6756668090820312,-415.61444091796875,A
326.04052734375,68.48817443847656,-407.9983215332031,A
190.11203002929688,56.823890686035156,-467.75067138671875,A
131.6986541748047,48.10175704956055,-436.43609619140625,A
221.2734832763672,51.98738479614258,-425.8597412109375,A
